Date,year,Sample ID,Species (common),Species (scientific),sp_code,sp_number,Location (general),Age,Sex Field,Weight,Bag,Bag Weight,Actual Weight,Beak,Tarsus,Tail,Wing,Head,Hg.raw,Hg,logHg,carbon,nitrogen,logN
20-Jul-15,2015,TH15_036,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,360,black,21,339,34.31,40.24,112,303,none,228.77440000000001,228.77440000000001,2.359407425,NA,NA,NA
20-Jul-15,2015,TH15_039,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,425,black,21,404,34.28,39.44,110,319,none,215.2895,215.2895,2.333022849,NA,NA,NA
20-Jul-15,2015,TH15_040,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,465,black,21,444,34.66,39.55,126,309,none,281.2825,281.2825,2.449142713,NA,NA,NA
2-Jul-18,2018,TH18-006,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders,adult,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,457.5,457.5,2.660391098,-19.89,14.99,1.175801633
2-Jul-18,2018,TH18-007,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders,adult,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,592.228,592.228,2.772488937,-19.79,15.07,1.178113252
2-Jul-18,2018,TH18-008,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders,adult,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,562.411,562.411,2.750053806,NA,NA,NA
2-Jul-18,2018,TH18-009,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders,adult,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,606.708,606.708,2.782979722,-19.68,15.14,1.180125875
2-Jul-18,2018,TH18-011,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders,adult,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,373.1645,373.1645,2.571900322,-20.42,13.67,1.135768515
2-Jul-18,2018,TH18-012,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders,adult,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,556.716,556.716,2.745633703,-19.76,15.48,1.189770956
2-Jul-18,2018,TH18-013,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders,adult,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,353.617,353.617,2.548533135,-19.88,15.15,1.180412633
2-Jul-18,2018,TH18-015,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders,adult,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,369.532,369.532,2.567652053,-19.99,14.67,1.166430114
2-Jul-18,2018,TH18-016,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders,adult,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,382.538,382.538,2.582674583,-20.33,13.75,1.138302698
5-Jul-19,2019,TH19_005,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,saunders island,adult,unknown,none,NA,NA,NA,32.35,39.33,126,302,84.84,364.142,364.142,2.561270773,-21.03,13.71,1.137037455
5-Jul-19,2019,TH19_007,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,saunders island,adult,unknown,365,black,21,344,32.07,38.07,129,300,86.13,444.064,444.064,2.647445567,-20.86,13.3,1.123851641
5-Jul-19,2019,TH19_009,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,saunders island,adult,unknown,415,black,21,394,34.55,40.07,129,306,91.15,322.568,322.568,2.508621281,-21.08,12.64,1.101747074
5-Jul-19,2019,TH19_011,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,saunders island,adult,unknown,405,black,21,384,33.38,39.05,125,308,93.68,479.102,479.102,2.680427984,-21.05,13.34,1.12515583
5-Jul-19,2019,TH19_016,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,saunders island,adult,unknown,435,black,21,414,34.95,39.87,129,312,83.78,522.048,522.048,2.717710436,-20.74,13.63,1.134495856
5-Jul-19,2019,TH19_019,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,410,black,21,389,35.53,41.8,122,302,91.36,562.632,562.632,2.750224429,-20.72,14.58,1.163757524
5-Jul-19,2019,TH19_021,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,385,black,21,364,33.02,37.49,115,293,66.73,226.18,226.18,2.3544542,-20.97,12.39,1.093071306
5-Jul-19,2019,TH19_022,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,365,black,21,344,34.56,40.43,112,300,88.54,557.624,557.624,2.746341457,-20.69,13.38,1.126456113
5-Jul-19,2019,TH19_023,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,390,black,21,369,34.93,39.14,123,319,89.67,465.782,465.782,2.668182701,-20.38,14.03,1.147057671
5-Jul-19,2019,TH19_027,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,370,black,21,349,34.24,41.25,110,301,88.27,503.128,503.128,2.701678487,-20.88,13.28,1.123198075
5-Jul-19,2019,TH19_028,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,380,black,21,359,32.44,39.14,114,295,94.97,404.718,404.718,2.60715252,-21.21,13.33,1.124830149
5-Jul-19,2019,TH19_029,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,435,black,21,414,35.58,41.38,122,308,91.16,374.011,374.011,2.572884375,-21.28,13.73,1.137670537
17-Jul-19,2019,TH19_046,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,saunders island,adult,unknown,410,black,21,389,34.93,41.89,114,317,93.06,439.355,439.355,2.642815573,-20.6,13.29,1.123524981
17-Jul-19,2019,TH19_047,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,saunders island,adult,unknown,340,black,21,319,33.74,40.02,115,310,80.28,379.073,379.073,2.578722852,-21.31,12.46,1.095518042
17-Jul-19,2019,TH19_052,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,saunders island,adult,unknown,395,black,21,374,35.6,41.43,115,302,87.49,367.49,367.49,2.565245526,-20.83,12.75,1.105510185
17-Jul-19,2019,TH19_056,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,saunders island,adult,unknown,480,black,21,459,35.91,40.5,112,320,91.28,305.394,305.394,2.4848605,-20.53,13.05,1.115610512
17-Jul-19,2019,TH19_058,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,saunders island,adult,unknown,450,black,21,429,35.87,39.94,115,309,93.24,392.759,392.759,2.594126146,-20.9,13.14,1.118595365
17-Jul-19,2019,TH19_060,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,saunders island,adult,unknown,385,black,21,364,33.38,38.2,111,303,86.31,232.222,232.222,2.365903361,-20.31,13.12,1.117933835
17-Jul-19,2019,TH19_061,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,saunders island,adult,unknown,440,black,21,419,35.73,41.91,115,321,92.83,505.197,505.197,2.703460763,-20.5,14.52,1.161966616
10-Jul-22,2022,TH22-009,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders,adult,unknown,390,black,21,369,35.57,38.95,130,320,88.28,651.25,625.64285,2.813747736,-20.64,14.58,1.163757524
10-Jul-22,2022,TH22-010,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders,adult,unknown,370,black,21,349,36.41,42.11,130,300,92.24,493.65,476.26957,2.693419141,-20.57,14.07,1.148294097
10-Jul-22,2022,TH22-012,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders,adult,unknown,330,black,21,309,35.18,39.78,124,299,85.14,389.6,377.65098,2.590618948,-20.51,15.05,1.1775365
10-Jul-22,2022,TH22-013,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders,adult,unknown,370,black,21,349,36.32,41.03,111,280,93.38,347.05,337.32209,2.540392049,-20.96,14.24,1.153509989
10-Jul-22,2022,TH22-020,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders,adult,unknown,370,black,21,349,36.69,41.21,116,312,90.18,488.975,471.838605,2.689286655,-21.21,13.81,1.140193679
15-Jul-22,2022,TH22-059,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders,adult,unknown,352,black,21,331,33.97,40.18,121,290,87.22,385.8,374.04934,2.586362223,-20.67,14.61,1.164650216
15-Jul-22,2022,TH22-063,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders,adult,unknown,390,black,21,369,35.8,39.34,122,301,81.94,375.75,364.52395,2.574898989,NA,NA,NA
15-Jul-22,2022,TH22-066,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders,adult,unknown,360,black,21,339,32.87,37.58,121,296,89.27,523.05,504.13489,2.718543206,-20.83,14.47,1.160468531
15-Jul-22,2022,TH22-070,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders,adult,unknown,390,black,21,369,32.54,38.15,114,293,90.33,364.25,353.62425,2.56139956,-20.94,13.98,1.145507171
15-Jul-22,2022,TH22-072,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders,adult,unknown,390,black,21,369,34.48,39.53,125,302,84.28,508.15,490.01267,2.70599193,-21.14,14.2,1.152288344
15-Jul-22,2022,TH22-073,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders,adult,unknown,400,black,21,379,38.42,41.5,106,301,91.79,639.15,614.17447,2.805602793,NA,NA,NA
15-Jul-22,2022,TH22-074,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders,adult,unknown,370,black,21,349,34.35,39.81,115,292,89.86,333.9,324.85852,2.523616419,NA,NA,NA
15-Jul-22,2022,TH22-075,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders,adult,unknown,380,black,21,359,34.78,40,126,300,91,632.2,607.58726,2.800854492,-20.78,14.97,1.1752218
15-Jul-22,2022,TH22-076,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders,adult,unknown,380,black,21,359,38,39,131,360,90.5,463.55,447.74079,2.666096585,-20.75,14.72,1.16790781
25-Jul-22,2022,TH22-103,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders,adult,unknown,440,black,21,419,35.95,44.08,128,314,92.77,539.3,519.53664,2.73183042,-21.31,13.59,1.133219457
25-Jul-22,2022,TH22-104,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders,adult,unknown,420,black,21,399,35.07,40.64,127,308,89.73,351.85,341.87153,2.546357555,-21.16,14.37,1.157456768
25-Jul-22,2022,TH22-105,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders,adult,unknown,390,black,21,369,32.53,40.11,128,301,84.03,432.35,418.16943,2.635835463,-21.87,13.06,1.115943177
25-Jul-22,2022,TH22-106,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders,adult,unknown,440,black,21,419,35.1,39.95,124,300,90.34,578.225,556.429755,2.762096865,NA,NA,NA
5-Jul-23,2023,TH23_002,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders small cliffs,adult,unknown,400,black,21,379,31.65,37.74,121,297,82.19,224.275,220.955945,2.350780865,-20.77,13.35,1.125481266
5-Jul-23,2023,TH23_003,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders small cliffs,adult,unknown,340,black,21,319,31.94,37.34,119,285,85.9,277.2,271.11826,2.442793226,NA,NA,NA
5-Jul-23,2023,TH23_004,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders small cliffs,adult,unknown,310,black,21,289,33.08,36.39,115,317,84.26,229.375,225.789725,2.360546082,NA,NA,NA
5-Jul-23,2023,TH23_005,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders small cliffs,adult,unknown,360,black,21,339,32.33,38.83,127,310,90.84,375.7,364.47656,2.574841195,-20.88,14.56,1.163161375
5-Jul-23,2023,TH23_007,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders small cliffs,adult,unknown,330,black,21,309,34.21,39.68,126,300,88.6,496.1,478.59168,2.695569227,-20.76,14.18,1.151676231
5-Jul-23,2023,TH23_008,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders small cliffs,adult,unknown,310,black,21,289,33,37.13,119,315,81.02,322.45,314.00621,2.508462381,-20.76,14.44,1.159567193
5-Jul-23,2023,TH23_009,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders small cliffs,adult,unknown,315,black,21,294,31.19,39.27,121,302,85.83,203.95,201.69191,2.30952371,-20.89,13.48,1.129689892
5-Jul-23,2023,TH23_010,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders small cliffs,adult,unknown,340,black,21,319,32.33,38.75,116,295,87.78,364.1,353.48208,2.561220679,-20.5,14.87,1.172310969
5-Jul-23,2023,TH23_011,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders small cliffs,adult,unknown,400,black,21,379,34.22,39.54,123,294,84.79,188.1,186.66928,2.274388796,-21.02,13.67,1.135768515
5-Jul-23,2023,TH23_012,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders small cliffs,adult,unknown,350,black,21,329,32.39,38.57,116,297,82.89,399.3,386.84464,2.60129931,-20.19,13.78,1.139249218
11-Jul-23,2023,TH23_031,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders small cliffs,adult,unknown,320,black,21,299,31.42,39.95,115,297,84.84,371.5,360.4958,2.569958818,NA,NA,NA
11-Jul-23,2023,TH23_032,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders small cliffs,adult,unknown,410,black,21,389,27.81,38.39,123,314,102.73,487.55,470.48799,2.688019161,-20.19,14.32,1.155943018
11-Jul-23,2023,TH23_034,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders small cliffs,adult,unknown,360,black,21,339,31.77,38.98,117,295,88.92,240.1,235.95488,2.38039216,-20.73,12.23,1.087426457
21-Jul-23,2023,TH23_072,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders small cliffs,adult,unknown,350,black,21,329,31.94,35.44,118,398,82.19,196.2,194.34646,2.292699003,-21.53,13.36,1.125806458
21-Jul-23,2023,TH23_074,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders small cliffs,adult,unknown,340,black,21,319,31.85,38.77,117,288,93.75,166.55,166.24419,2.221544637,-20.97,13.77,1.13893394
21-Jul-23,2023,TH23_076,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders small cliffs,adult,unknown,400,black,21,379,33.86,39.66,111,305,86.74,355.05,344.90449,2.550289517,-21.36,14.02,1.146748014
21-Jul-23,2023,TH23_077,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders small cliffs,adult,unknown,350,black,21,329,32.43,40.12,116,303,82.07,217.6,214.62938,2.337658891,-21.38,13.19,1.120244796
21-Jul-23,2023,TH23_078,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders small cliffs,adult,unknown,330,black,21,309,35.02,40.2,126,304,87.86,275.267,269.2861626,2.43975415,NA,NA,NA
21-Jul-23,2023,TH23_079,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders small cliffs,adult,unknown,NA,NA,NA,NA,32.89,40.57,126,307,88.33,423.933,410.1917974,2.627297224,-21.04,14.02,1.146748014
27-Jul-10,2010,TH2010_109,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,150,yellow,8,142,14.07,26.48,none,118,NA,204.7079,204.7079,2.311134603,-21.85,12.61,1.100715087
27-Jul-10,2010,TH2010_131,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,173,yellow,8,165,14.13,25.05,none,117,NA,127.002,127.002,2.10381056,-21.76,11.91,1.075911761
27-Jul-10,2010,TH2010_132,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,158,red,14,144,14.01,24.46,none,112,NA,234.676,234.676,2.370468677,NA,NA,NA
27-Jul-10,2010,TH2010_134,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,160,yellow,8,152,14.69,25.19,none,119,NA,247.6805,247.6805,2.393891816,NA,NA,NA
27-Jul-10,2010,TH2010_135,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,159,yellow,8,151,13.14,24.15,none,119,NA,214.7662,214.7662,2.331965933,-22.17,11.99,1.078819183
27-Jul-10,2010,TH2010_136,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,176,yellow,8,168,15.55,26.5,none,120,NA,159.1088,159.1088,2.2016942,NA,NA,NA
27-Jul-10,2010,TH2010_140,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,154,yellow,8,146,13.58,25.84,none,112,NA,214.89215,214.89215,2.332220551,-21.93,12.17,1.085290578
27-Jul-10,2010,TH2010_141,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,155,yellow,8,147,13.15,25.12,none,115,NA,139.7901,139.7901,2.145476416,-21.86,11.76,1.070407322
27-Jul-10,2010,TH2010_142,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,162,yellow,8,154,14.73,27.04,none,122,NA,220.8343,220.8343,2.344066529,-21.91,12.68,1.103119254
27-Jul-10,2010,TH2010_146,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,151,yellow,8,143,14.17,25.27,none,114,NA,189.3857,189.3857,2.277347184,-21.83,11.98,1.078456818
27-Jul-10,2010,TH2010_150,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,159,red,14,145,13.34,24.64,none,110,NA,175.5958,175.5958,2.244514124,-21.64,11.95,1.077367905
26-Jul-10,2010,TH2010_151,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,150,yellow,8,142,14.1,23.92,none,113,NA,177.0004,177.0004,2.247974248,NA,NA,NA
26-Jul-10,2010,TH2010_152,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,157,red,14,143,13.23,25,none,119,NA,91.0073,91.0073,1.95907623,-21.65,12.43,1.094471129
26-Jul-10,2010,TH2010_153,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,158,yellow,8,150,13.93,24.68,none,113,NA,240.8998,240.8998,2.381836439,NA,NA,NA
26-Jul-10,2010,TH2010_154,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,155,yellow,8,147,15.16,24.51,none,116,NA,231.0731,231.0731,2.363749391,NA,NA,NA
26-Jul-10,2010,TH2010_155,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,158,yellow,8,150,13.78,25.4,none,113,NA,266.2367,266.2367,2.425267922,-21.71,12,1.079181246
26-Jul-10,2010,TH2010_156,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,159,yellow,8,151,13.92,26.35,none,117,NA,241.9163,241.9163,2.383665132,-21.57,12.4,1.093421685
27-Jul-10,2010,TH2010_157,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,164,yellow,8,156,14.86,25.62,none,115,NA,141.0436,141.0436,2.149353384,-21.77,11.79,1.071513805
26-Jul-10,2010,TH2010_160,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,151,yellow,8,143,13.55,24.37,none,114,NA,211.0254,211.0254,2.324334732,NA,NA,NA
26-Jul-10,2010,TH2010_161,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,157,yellow,8,149,12.92,23.02,none,114,NA,229.2194,229.2194,2.360251371,NA,NA,NA
26-Jul-10,2010,TH2010_163,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,156,yellow,8,148,15.02,24.22,none,114,NA,289.5305,289.5305,2.46169432,-21.92,11.97,1.07809415
26-Jul-10,2010,TH2010_169,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,144,yellow,8,136,13.02,24.92,none,113,NA,192.9041,192.9041,2.285341458,NA,NA,NA
26-Jul-10,2010,TH2010_170,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,160,yellow,8,152,14.67,25.98,none,113,NA,184.4678,184.4678,2.265920568,NA,NA,NA
26-Jul-10,2010,TH2010_176,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,147,yellow,8,139,13.87,24.65,none,104,NA,184.7099,184.7099,2.266490173,-21.58,12.53,1.097951071
25-Jul-10,2010,TH2010_222,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,150,yellow,8,142,13.88,24.04,none,117,NA,191.7295,191.7295,2.28268894,NA,NA,NA
26-Jul-10,2010,TH2010_223,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,156,yellow,8,148,none,none,none,108,NA,205.6779,205.6779,2.313187629,-21.7,12.14,1.084218687
25-Jul-10,2010,TH2010_225,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,149,yellow,8,141,13.72,24.87,none,110,NA,199.1627,199.1627,2.299208005,-21.95,12.09,1.082426301
25-Jul-10,2010,TH2010_227,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,150,yellow,8,142,14.76,25.18,none,115,NA,195.6302,195.6302,2.291435899,NA,NA,NA
26-Jul-10,2010,TH2010_231,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,163,yellow,8,155,none,none,none,115,NA,257.7008,257.7008,2.411115767,NA,NA,NA
26-Jul-10,2010,TH2010_236,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,145,yellow,8,137,12.93,25.21,none,116,NA,173.7173,173.7173,2.239843071,-21.88,11.98,1.078456818
26-Jul-10,2010,TH2010_237,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,149,yellow,8,141,14.95,25.4,none,117,NA,223.8532,223.8532,2.349963307,-21.73,11.86,1.074084689
25-Jul-10,2010,TH2010_238,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,138,yellow,8,130,13.11,23.08,none,108,NA,230.9504,230.9504,2.363518719,NA,NA,NA
25-Jul-10,2010,TH2010_239,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,149,yellow,8,141,15.08,24.8,none,116,NA,210.9016,210.9016,2.324079875,-21.62,11.89,1.075181855
25-Jul-10,2010,TH2010_240,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,160,yellow,8,152,14.93,26.27,none,116,NA,274.0022,274.0022,2.43775405,-21.73,12.23,1.087426457
26-Jul-10,2010,TH2010_241,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,154,yellow,8,146,15.32,24.27,none,120,NA,186.1302,186.1302,2.269816844,-21.86,11.83,1.072984745
25-Jul-10,2010,TH2010_242,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,148,yellow,8,140,15.24,23.17,none,112,NA,193.9128,193.9128,2.287606477,NA,NA,NA
25-Jul-10,2010,TH2010_243,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,200,black,21,179,13.86,23.73,none,116,NA,177.1397,177.1397,2.248315905,-21.82,11.83,1.072984745
25-Jul-10,2010,TH2010_244,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,138,yellow,8,130,13.14,24.51,none,110,NA,176.0907,176.0907,2.24573642,NA,NA,NA
26-Jul-10,2010,TH2010_245,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,153,yellow,8,145,15.71,25.07,none,120,NA,253.5985,253.5985,2.40414668,NA,NA,NA
25-Jul-10,2010,TH2010_246,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,154,yellow,8,146,14.8,24.62,none,114,NA,184.2501,184.2501,2.265407732,NA,NA,NA
25-Jul-10,2010,TH2010_247,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,154,yellow,8,146,14.03,25.8,none,117,NA,194.5506,194.5506,2.289032575,NA,NA,NA
26-Jul-10,2010,TH2010_248,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,150,yellow,8,142,14.08,24.15,none,118,NA,198.0304,198.0304,2.296731865,NA,NA,NA
26-Jul-10,2010,TH2010_249,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,149,yellow,8,141,none,none,none,110,NA,227.4294,227.4294,2.356846606,-21.86,11.8,1.071882007
26-Jul-10,2010,TH2010_250,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,none,NA,NA,NA,13.71,23.57,none,118,NA,153.903,153.903,2.187247086,-21.82,11.91,1.075911761
25-Jul-10,2010,TH2010_251,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,156,yellow,8,148,13.86,25.35,none,117,NA,253.4978,253.4978,2.403974195,-22.04,12.14,1.084218687
25-Jul-10,2010,TH2010_252,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,150,yellow,7,143,13.85,23.9,none,114,NA,190.7464,190.7464,2.28045635,-22.01,12.4,1.093421685
25-Jul-10,2010,TH2010_253,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,168,red,14,154,14.56,24.14,none,113,NA,132.1525,132.1525,2.121075383,-22.15,11.96,1.07773118
26-Jul-10,2010,TH2010_254,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,180,yellow,8,172,14,26,none,115,NA,189.9854,189.9854,2.278720228,-21.92,12.16,1.084933575
25-Jul-10,2010,TH2010_255,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,134,yellow,8,126,12.77,23.72,none,112,NA,183.7397,183.7397,2.264203003,-21.98,12.05,1.080987047
25-Jul-10,2010,TH2010_256,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,152,yellow,8,144,13.17,25.08,none,119,NA,161.07,161.07,2.207014659,-22.12,12.04,1.080626487
26-Jul-10,2010,TH2010_257,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,166,red,14,152,none,none,none,108,NA,246.3715,246.3715,2.391590468,-21.89,12.1,1.08278537
26-Jul-10,2010,TH2010_258,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,152,yellow,8,144,14.85,24.66,none,113,NA,166.5015,166.5015,2.22141815,NA,NA,NA
26-Jul-10,2010,TH2010_259,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,160,yellow,8,152,none,none,none,119,NA,234.84495,234.84495,2.370781226,NA,NA,NA
26-Jul-10,2010,TH2010_260,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,162,yellow,8,154,none,none,none,114,NA,167.46190000000001,167.46190000000001,2.223916014,NA,NA,NA
26-Jul-10,2010,TH2010_261,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,152,yellow,8,144,none,none,none,112,NA,198.1946,198.1946,2.297091818,-21.98,12.08,1.082066934
26-Jul-10,2010,TH2010_262,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,160,yellow,8,152,none,none,none,119,NA,130.5652,130.5652,2.115827438,-21.71,12.04,1.080626487
26-Jul-10,2010,TH2010_263,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,142,yellow,8,134,none,none,none,113,NA,252.8343,252.8343,2.402835991,NA,NA,NA
26-Jul-10,2010,TH2010_264,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,158,yellow,8,150,none,none,none,120,NA,169.3442,169.3442,2.228770327,-22.01,12.05,1.080987047
26-Jul-10,2010,TH2010_265,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,163,yellow,8,155,none,none,none,113,NA,230.5192,230.5192,2.362707104,-21.73,12.08,1.082066934
26-Jul-10,2010,TH2010_266,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,168,yellow,8,160,none,none,none,118,NA,241.8358,241.8358,2.383520592,NA,NA,NA
